,bid,footprint_area,PV_cap_MW,number_of_cars,car_demand_daily_per_car_MW,car_demand_daily_total_MW,charging_station_power_MW,charging_station_power_total_MW,,use,free_walls,lat,lon,dist_to_heat_source,year_class,size_class,floors,storey_area,area_corr_factor,heated_area,window_area,dwellings,dwelling_size,occupants,ref_level_roof,ref_level_wall,ref_level_floor,ref_level_window,U,V,C,Tau,Tset,act_start,act_end,hw_demand_day,hw_tank_cap
226,34.575.999.999.999.900,345.76,3,0.00515,0.01545,0.011,0.033,,3,4,48.203.000.000.000.000,11.506,0,8,1,3,1037.29,0.84,87.132.000.000.000.000,12.534.999.999.999.900,2,43.566.000.000.000.000,6,1,1,2,1,56.927.999.999.999.900,148.12,130010233.7,18.122.223.000.000.000,22,0,23,0.53,0.8,
227,25.184.999.999.999.900,251.85,2,0.00515,0.0103,0.011,0.022,,3,4,48.216.000.000.000.000,11.491,0,8,1,3,75.554.999.999.999.900,0.84,63.465.999.999.999.900,91.310.000.000.000.000,2,31.732.999.999.999.900,4,1,1,1,1,41.466.000.000.000.000,107.89,94.697.779.409.999.900,18.122.223.000.000.000,22,0,23,0.18,0.28,
228,54.583.000.000.000.000,545.83,2,0.00515,0.0103,0.011,0.022,,3,4,48.195.999.999.999.900,11.516,0,8,1,3,1637.49,0.84,1375.49,19.788.999.999.999.900,2,687.75,3,2,1,1,1,93.971.000.000.000.000,23.383.000.000.000.000,20.523.790.240.000.000,17.488.685.000.000.000,21,0,23,0.82,Jan 23,
229,20.180.000.000.000.000,201.8,8,0.00515,0.0412,0.011,0.088,,3,4,48.195,11.529.999.999.999.900,0,8,2,3,60.540.999.999.999.900,0.84,50.854.000.000.000.000,97.280.000.000.000.000,5,10.170.999.999.999.900,16,1,1,1,1,44.042.000.000.000.000,86.450.000.000.000.000,10.114.665.059.999.900,19.197.679.999.999.900,20,0,23,0.57,0.86,
230,231.06,231.06,9,0.00515,0.04635,0.011,0.099,,3,4,48.213.999.999.999.900,11.538,0,8,2,3,69.317.999.999.999.900,0.84,58.226.999.999.999.900,111.38,6,97.040.000.000.000.000,17,1,1,1,1,50.426.999.999.999.900,98.989.999.999.999.900,11.581.017.940.000.000,19.197.679.999.999.900,21,0,23,0.19,0.29,
231,13.490.000.000.000.000,134.9,2,0.00515,0.0103,0.011,0.022,,3,4,48.212.000.000.000.000,11.539.999.999.999.900,0,8,2,3,40.469.999.999.999.900,0.84,33.994.999.999.999.900,65.030.000.000.000.000,3,11.331.999.999.999.900,4,1,1,1,1,29.441.000.000.000.000,57.789.999.999.999.900,67.613.619.659.999.900,19.197.679.999.999.900,19,0,23,0.15,0.22,
232,185,185,6,0.00515,0.0309,0.011,0.066,,3,4,48.213.999.999.999.900,11.539,0,8,2,3,555,0.84,46.619.999.999.999.900,89.180.000.000.000.000,5,93.239.999.999.999.900,12,1,1,1,1,40.374.000.000.000.000,79.25,92.724.353.150.000.000,19.197.679.999.999.900,22,0,23,0.36,0.54,
233,17.350.999.999.999.900,173.51,8,0.00515,0.0412,0.011,0.088,,3,4,48.213.999.999.999.900,11.536,0,8,2,3,52.052.999.999.999.900,0.84,437.25,83.640.000.000.000.000,4,109.31,15,1,1,2,2,31.463.999.999.999.900,74.329.999.999.999.900,86966532.75,22.357.779.000.000.000,22,0,23,0.22,0.33,
234,17.990.000.000.000.000,179.9,5,0.00515,0.02575,0.011,0.055,,3,4,48.212.000.000.000.000,11.539,0,8,2,3,53.969.000.000.000.000,0.84,45.333.999.999.999.900,86.719.999.999.999.900,5,90.670.000.000.000.000,9,1,1,1,1,39.261.000.000.000.000,77.069.999.999.999.900,90.166.464.400.000.000,19.197.679.999.999.900,20,0,23,0.08,0.13,
235,186.22,186.22,6,0.00515,0.0309,0.011,0.066,,3,4,48.219.000.000.000.000,11.529.999.999.999.900,0,8,2,3,55.866.999.999.999.900,0.84,46.927.999.999.999.900,89.760.000.000.000.000,5,93.859.999.999.999.900,12,1,1,1,1,40.641.000.000.000.000,79.780.000.000.000.000,93.337.463.739.999.900,19.197.679.999.999.900,20,0,23,0.38,0.57,
236,30.299.000.000.000.000,302.99,9,0.00515,0.04635,0.011,0.099,,3,4,48.213.999.999.999.900,11.537.000.000.000.000,0,8,2,3,90.897.000.000.000.000,0.84,76.353.999.999.999.900,14.605.000.000.000.000,8,95.439.999.999.999.900,18,2,1,1,1,61.707.000.000.000.000,12.980.000.000.000.000,15.186.398.359.999.900,20.333.345.999.999.900,20,0,23,0.54,0.81,
237,40.982.999.999.999.900,409.83,7,0.00515,0.03605,0.011,0.077,,3,4,48.213.999.999.999.900,11.539.999.999.999.900,0,8,3,1,40.982.999.999.999.900,0.84,34.425.999.999.999.900,0,11,31.300.000.000.000.000,13,1,1,1,1,0,0,45.758.867.130.000.000,nan,21,0,23,0.17,0.25,
238,44.504.000.000.000.000,445.04,8,0.00515,0.0412,0.011,0.088,,3,4,48.213.999.999.999.900,11.537.000.000.000.000,0,8,3,1,44.504.000.000.000.000,0.84,37.383.999.999.999.900,0,12,31.149.999.999.999.900,15,1,1,1,1,0,0,49690312.32,nan,20,0,23,0.26,0.39,
239,675.88,675.88,13,0.00515,0.06695,0.011,0.143,,3,4,48.213.999.999.999.900,11.536,0,8,3,1,675.88,0.84,56.774.000.000.000.000,0,19,29.879.999.999.999.900,26,1,1,1,1,0,0,75.464.128.120.000.000,nan,19,0,23,0.34,0.51,
240,86.467.999.999.999.900,864.68,9,0.00515,0.04635,0.011,0.099,,3,4,48.201.000.000.000.000,11.561,0,8,3,1,86.467.999.999.999.900,0.84,72.633.000.000.000.000,0,17,42.729.999.999.999.900,17,1,1,2,1,0,0,96.543.957.810.000.000,nan,18,0,23,0.35,0.52,
241,43.458.999.999.999.900,434.59,8,0.00515,0.0412,0.011,0.088,,3,4,48.213.000.000.000.000,11.538,0,8,3,1,43.458.999.999.999.900,0.84,36.505.000.000.000.000,0,12,30.420.000.000.000.000,15,1,2,2,1,0,0,48.522.841.140.000.000,nan,19,0,23,0.37,0.56,
242,445.94,445.94,9,0.00515,0.04635,0.011,0.099,,3,4,48.213.999.999.999.900,11.538,0,8,3,1,445.94,0.84,37.458.999.999.999.900,0,12,31.219.999.999.999.900,17,1,1,1,2,0,0,49790089.32,nan,18,0,23,0.33,0.5,
243,51.299.000.000.000.000,512.99,10,0.00515,0.0515,0.011,0.11,,3,4,48.195,11.544,0,8,3,1,51.299.000.000.000.000,0.84,43.091.000.000.000.000,0,14,30.780.000.000.000.000,20,1,1,1,1,0,0,57.276.551.200.000.000,nan,21,0,23,0.19,0.28,
244,45.748.000.000.000.000,457.48,7,0.00515,0.03605,0.011,0.077,,3,4,48.213.000.000.000.000,11.539,0,8,3,1,45.748.000.000.000.000,0.84,38.427.999.999.999.900,0,13,29.559.999.999.999.900,14,2,1,1,1,0,0,51.078.415.710.000.000,nan,22,0,23,0.35,0.52,
245,188,188,1,0.00515,0.00515,0.011,0.011,,3,4,48.223.999.999.999.900,11.523,0,9,0,2,37.600.999.999.999.900,0.84,31.585.000.000.000.000,56.009.999.999.999.900,2,15.791.999.999.999.900,2,1,1,1,1,25.516.999.999.999.900,67.120.000.000.000.000,93.587.175.209.999.900,29.038.771.000.000.000,20,0,23,0.16,0.24,
246,137.78,137.78,4,0.00515,0.0206,0.011,0.044,,3,4,48.198,11.518.000.000.000.000,0,9,0,2,27.555.000.000.000.000,0.84,23.146.000.000.000.000,41.039.999.999.999.900,2,115.73,7,2,1,2,1,200.56,49.189.999.999.999.900,68.584.098.790.000.000,27.461.264.000.000.000,22,0,23,0.17,0.26,
247,14.475.999.999.999.900,144.76,2,0.00515,0.0103,0.011,0.022,,3,4,48.216.999.999.999.900,11.547.000.000.000.000,0,9,0,2,28.952.999.999.999.900,0.84,24.319.999.999.999.900,43.119.999.999.999.900,2,12.159.999.999.999.900,4,2,1,1,1,21.741.999.999.999.900,51.68,72.061.746.879.999.900,26.778.759.999.999.900,22,0,23,0.07,0.1,
248,16.661.000.000.000.000,166.61,1,0.00515,0.00515,0.011,0.011,,3,4,48.204.000.000.000.000,11.507,0,9,0,2,33.320.999.999.999.900,0.84,27.989.999.999.999.900,49.630.000.000.000.000,2,13.994.999.999.999.900,2,1,1,1,1,226.12,59.479.999.999.999.900,82.934.809.510.000.000,29.038.771.000.000.000,19,0,23,0.19,0.28,
249,88.549.999.999.999.900,88.55,1,0.00515,0.00515,0.011,0.011,,3,4,48.219.000.000.000.000,11.526.999.999.999.900,0,9,0,2,17.711.000.000.000.000,0.84,14.877.000.000.000.000,26.379.999.999.999.900,1,14.877.000.000.000.000,1,1,1,1,1,120.19,31.609.999.999.999.900,44.081.473.329.999.900,29.038.771.000.000.000,21,0,23,0.07,0.11,
250,139.16,139.16,3,0.00515,0.01545,0.011,0.033,,3,4,48.223.999.999.999.900,11.515.000.000.000.000,0,9,0,2,278.31,0.84,233.78,41.450.000.000.000.000,2,116.89,6,1,1,2,1,182.44,49.68,69.270.635.439.999.900,29.843.066.999.999.900,18,0,23,0.14,0.21,
,,137.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,60.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,70.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,205.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,68.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,55.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,90.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,84.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,133.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,316.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,87.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,140.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,206.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,180.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,108.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,829.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,572.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,409.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,559.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,615.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,127.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,86.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,223.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,93.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,148.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,96.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,188.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,413.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,63.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,71.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,406.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,54.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,171.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,343.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,303.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,296.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,164.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,228.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,167.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,506.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,453.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,519.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
